tracking_id,customer_id,job_id,sample_id,system_name,site,station,sample_date,receive_date,calculation_type,level_,replicate_,depth,fraction,biovolume,taxa_level,report_note,taxa_id,custom_taxa_id,organism,habitat,phylum,division,class_,subclass_,order_,suborder,family,subfamily,tribe,genus,subgenus,species,subspecies,variety,form_,morph,coloniality,structure_,customer_requested_units,concentration_natural_units_per_ml_,relative_concentration,total_area_square_um_per_ml_,relative_total_area,total_volume_cubic_um_per_ml_,relative_total_volume,total_biovolume_cubic_um_per_ml_,relative_total_biovolume,total_biomass_per_ml_,relative_total_biomass,algal_cell_concentration_per_ml_,relative_algal_cell_concentration,algal_biomass_concentration_mg_per_l_,relative_algal_biomass_concentration,alternate_taxa_name,job_tally_notes
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,Schroederia,,judayi,,,,,Cell-Nonmotile,Vegetative,NU/ml,127.0386,0.00168774,2993.27,0.00014992,1197.3131,0.00000424,1197.3131,0.00097078,0,0,127.0386,0.00081302,0.00119731,0.00097077,Ankyra judayi,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2683,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,,,,,,,2-9.9 um spherical,Cell-Nonmotile,Vegetative,NU/ml,127.0386,0.00168774,9977.5837,0.00049972,8314.6488,0.00002946,8314.6488,0.00674148,0,0,127.0386,0.00081302,0.00831465,0.00674148,,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3015,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Cryptomonas,,erosa,,,,,Cell-Motile,Vegetative,NU/ml,1.2781,0.00001698,1960.2173,0.00009818,5653.7192,0.00002003,5653.7192,0.00458401,0,0,1.2781,0.00000818,0.00565372,0.00458401,,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4051,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,elachista,,,,,Colonial-Nonmotile,Vegetative,NU/ml,1873.8189,0.02489409,18899018.77,0.94654876,280839356.9,0.99489753,141650.588,0.11484963,0,0,80157.8489,0.51299307,0.14165059,0.11484964,,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4062,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanothece,,nidulans,,,,,Colonial-Nonmotile,Vegetative,NU/ml,95.2789,0.0012658,97595.2039,0.00488801,329260.3282,0.00116643,1795.9696,0.00145616,0,0,1333.905,0.00853671,0.00179597,0.00145616,Aphanothece smithii,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4285,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechocystis,,,,,,>1 um spherical,Cell-Nonmotile,Vegetative,NU/ml,31.7596,0.00042193,224.4962,0.00001124,56.1225,0.0000002,56.1225,0.0000455,0,0,31.7596,0.00020325,0.00005612,0.0000455,,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4321,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechococcus,,elongatus,,,,,Cell-Nonmotile,Vegetative,NU/ml,70506.405,0.93669296,461570.1801,0.02311753,92292.8841,0.00032696,92292.8841,0.07483064,0,0,70506.405,0.45122589,0.09229288,0.07483064,,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4460,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Nostocales,,Nostocaceae,,,Pseudanabaena,,,,,,,Filament,Vegetative,NU/ml,254.0771,0.00337547,7582.9575,0.00037979,1795.9696,0.00000636,1795.9696,0.00145616,0,0,762.2314,0.00487812,0.00179597,0.00145616,,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,6033,.,Algae,Freshwater,,Pyrrhophyta,Dinophyceae,,Gymnodinales,,Gymnodiniaceae,,,Gymnodinium,,sp. 2,,,,,Cell-Motile,Vegetative,NU/ml,31.7596,0.00042193,12602.6483,0.0006312,19156.965,0.00006787,19156.965,0.01553238,0,0,31.7596,0.00020325,0.01915697,0.01553238,,
200040-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,7130,.,Monera,Freshwater,,Miscellaneous,,,,,,,,,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,63.5193,0.00084387,17194.1302,0.00086116,25542.6221,0.00009049,25542.6221,0.02070984,0,0,63.5193,0.00040651,0.02554262,0.02070984,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1652,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,,,,,,,,,,,,,Cell-Motile,Vegetative,NU/ml,1651.5014,0.08065932,61921.3926,0.00990971,36491.9047,0.0012156,36491.9047,0.03119416,0,0,1651.5014,0.01966701,0.0364919,0.03119416,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2080,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlamydomonas,,,,,,,Cell-Motile,Vegetative,NU/ml,931.6162,0.04550013,111908.0624,0.01790943,120192.1796,0.00400379,120192.1796,0.10274318,0,0,931.6162,0.01109421,0.12019218,0.10274318,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2110,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlorogonium,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,190.5579,0.00930685,247364.3091,0.03958744,727070.6611,0.02421987,727070.6611,0.62151757,0,0,190.5579,0.00226927,0.72707066,0.62151757,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2363,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Oocystaceae,,,Oocystis,,parva,,,,,Colonial-Nonmotile,Vegetative,NU/ml,21.1731,0.00103409,5731.3767,0.00091723,8514.2074,0.00028362,8514.2074,0.00727815,0,0,21.1731,0.00025214,0.00851421,0.00727815,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,Schroederia,,judayi,,,,,Cell-Nonmotile,Vegetative,NU/ml,105.8655,0.00517047,6319.1418,0.0010113,2527.6546,0.0000842,2527.6546,0.0021607,0,0,105.8655,0.00126071,0.00252765,0.0021607,Ankyra judayi,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2683,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,,,,,,,2-9.9 um spherical,Cell-Nonmotile,Vegetative,NU/ml,148.2117,0.00723866,13037.3796,0.00208646,13192.5868,0.00043947,13192.5868,0.01127734,0,0,148.2117,0.00176499,0.01319259,0.01127734,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3015,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Cryptomonas,,erosa,,,,,Cell-Motile,Vegetative,NU/ml,0.6391,0.00003121,1014.3736,0.00016234,3083.8468,0.00010273,3083.8468,0.00263615,0,0,0.6391,0.00000761,0.00308385,0.00263615,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4051,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,elachista,,,,,Colonial-Nonmotile,Vegetative,NU/ml,2223.1749,0.10857986,5615919.509,0.89875477,28948701.32,0.96432698,115615.323,0.09883077,0,0,65424.9258,0.77911678,0.11561532,0.09883077,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4062,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanothece,,nidulans,,,,,Colonial-Nonmotile,Vegetative,NU/ml,42.3462,0.00206819,11462.7535,0.00183446,17028.4147,0.00056724,354.7594,0.00030326,0,0,338.7695,0.00403426,0.00035476,0.00030326,Aphanothece smithii,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4285,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechocystis,,,,,,>1 um spherical,Cell-Nonmotile,Vegetative,NU/ml,42.3462,0.00206819,299.3283,0.0000479,74.83,0.00000249,74.83,0.00006397,0,0,42.3462,0.00050428,0.00007483,0.00006397,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4321,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechococcus,,elongatus,,,,,Cell-Nonmotile,Vegetative,NU/ml,14927.0317,0.72903618,103575.6874,0.01657594,20842.6143,0.0006943,20842.6143,0.01781677,0,0,14927.0317,0.17775948,0.02084261,0.01781677,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,5020,.,Algae,Freshwater,,Euglenophyta,Euglenophyceae,,Euglenales,,Euglenaceae,,,Euglena,,,,,,,Cell-Motile,Vegetative,NU/ml,105.8655,0.00517047,54355.4625,0.00869888,101815.7163,0.00339164,101815.7163,0.08703453,0,0,105.8655,0.00126071,0.10181572,0.08703454,Brachysira,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,6033,.,Algae,Freshwater,,Pyrrhophyta,Dinophyceae,,Gymnodinales,,Gymnodiniaceae,,,Gymnodinium,,sp. 2,,,,,Cell-Motile,Vegetative,NU/ml,21.1731,0.00103409,8401.7655,0.00134459,12771.31,0.00042543,12771.31,0.01091722,0,0,21.1731,0.00025214,0.01277131,0.01091722,,
200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,8491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Scourfieldia,,cordiformis,,,,,Cell-Nonmotile,Vegetative,NU/ml,63.5193,0.00310228,7245.4541,0.00115954,7283.6356,0.00024263,7283.6356,0.00622623,0,0,63.5193,0.00075642,0.00728364,0.00622623,,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1652,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,,,,,,,,,,,,,Cell-Motile,Vegetative,NU/ml,4128.7534,0.16338087,202310.9831,0.03710902,137520.9326,0.00626272,137520.9326,0.04458647,0,0,4128.7534,0.05340999,0.13752093,0.04458647,,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2080,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlamydomonas,,,,,,,Cell-Motile,Vegetative,NU/ml,4636.9077,0.18348928,505685.3897,0.09275567,499619.3871,0.02275273,499619.3871,0.16198454,0,0,4636.9077,0.05998352,0.49961939,0.16198454,,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2110,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlorogonium,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,1460.9435,0.05781169,894989.4901,0.16416403,2322994.876,0.10578949,2322994.876,0.75315181,0,0,1460.9435,0.01889892,2.32299488,0.75315181,,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,Schroederia,,judayi,,,,,Cell-Nonmotile,Vegetative,NU/ml,21.1731,0.00083785,798.2066,0.00014641,319.2818,0.00001454,319.2818,0.00010352,0,0,21.1731,0.0002739,0.00031928,0.00010352,Ankyra judayi,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3015,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Cryptomonas,,erosa,,,,,Cell-Motile,Vegetative,NU/ml,0.6391,0.00002529,499.8296,0.00009168,1027.9489,0.00004681,1027.9489,0.00033328,0,0,0.6391,0.00000827,0.00102795,0.00033328,,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4051,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,elachista,,,,,Colonial-Nonmotile,Vegetative,NU/ml,1746.7803,0.06912268,3709947.907,0.6804996,18834349.44,0.85771874,92295.8536,0.02992378,0,0,52228.7311,0.67563633,0.09229585,0.02992378,,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4062,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanothece,,nidulans,,,,,Colonial-Nonmotile,Vegetative,NU/ml,21.1731,0.00083785,35821.103,0.00657051,133034.4766,0.00605841,798.2066,0.00025879,0,0,762.2314,0.00986031,0.00079821,0.00025879,Aphanothece smithii,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4321,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechococcus,,elongatus,,,,,Cell-Nonmotile,Vegetative,NU/ml,13021.4532,0.51527813,80136.6271,0.01469911,15908.3093,0.00072447,15908.3093,0.00515773,0,0,13021.4532,0.16844688,0.01590831,0.00515773,,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4460,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Nostocales,,Nostocaceae,,,Pseudanabaena,,,,,,,Filament,Vegetative,NU/ml,169.3848,0.00670281,9489.7979,0.00174067,2305.9363,0.00010501,2305.9363,0.00074762,0,0,978.6712,0.01266019,0.00230594,0.00074762,,
200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,5020,.,Algae,Freshwater,,Euglenophyta,Euglenophyceae,,Euglenales,,Euglenaceae,,,Euglena,,,,,,,Cell-Motile,Vegetative,NU/ml,63.5193,0.00251355,12120.953,0.00222329,11574.0011,0.00052708,11574.0011,0.00375247,0,0,63.5193,0.00082169,0.011574,0.00375247,Brachysira,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000080,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Synechococcaceae,,,Cyanodictyon,,planctonicum,,,,,Colonial-Nonmotile,Vegetative,NU/ml,21.1731,0.00147167,31037.1524,0.01202286,109979.6021,0.00909484,36.0303,0.00002262,0,0,275.2502,0.00757686,0.00003603,0.00002262,,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1180,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,Ochromonadales,,Synuraceae,,,Mallomonas,,,,,,,Cell-Motile,Vegetative,NU/ml,21.1731,0.00147167,8859.4453,0.00343188,14190.3435,0.00117348,14190.3435,0.00891034,0,0,21.1731,0.00058284,0.01419034,0.00891034,,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2080,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlamydomonas,,,,,,,Cell-Motile,Vegetative,NU/ml,1810.2996,0.12582781,182657.7801,0.07075611,178267.9846,0.01474199,178267.9846,0.11193731,0,0,1810.2996,0.04983244,0.17826798,0.11193731,,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2110,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlorogonium,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,529.3274,0.03679176,393948.3446,0.15260369,1321608.843,0.10929134,1321608.843,0.82985929,0,0,529.3274,0.01457089,1.32160884,0.8298593,,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,Schroederia,,judayi,,,,,Cell-Nonmotile,Vegetative,NU/ml,63.5193,0.00441501,3142.9405,0.00121748,1257.1737,0.00010396,1257.1737,0.0007894,0,0,63.5193,0.00174851,0.00125717,0.0007894,Ankyra judayi,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4051,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,elachista,,,,,Colonial-Nonmotile,Vegetative,NU/ml,614.0197,0.04267844,1787546.924,0.69244167,10212112.7,0.84449759,38248.4564,0.02401682,0,0,21644.1959,0.59580358,0.03824846,0.02401682,,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4054,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,delicatissima,,,,,Colonial-Nonmotile,Vegetative,NU/ml,21.1731,0.00147167,37889.2824,0.01467716,150712.0987,0.01246324,177.3797,0.00011138,0,0,338.7695,0.00932537,0.00017738,0.00011138,,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4062,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanothece,,nidulans,,,,,Colonial-Nonmotile,Vegetative,NU/ml,21.1731,0.00147167,19933.7508,0.00772173,47892.4114,0.0039605,310.4145,0.00019491,0,0,296.4233,0.0081597,0.00031041,0.00019491,Aphanothece smithii,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4086,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Chroococcus,,minutus,,,,,Colonial-Nonmotile,Vegetative,NU/ml,21.1731,0.00147167,9366.6891,0.00362837,18523.7201,0.00153183,487.7921,0.00030629,0,0,84.6924,0.00233134,0.00048779,0.00030629,,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4321,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechococcus,,elongatus,,,,,Cell-Nonmotile,Vegetative,NU/ml,11115.8747,0.77262693,85852.3463,0.03325661,17460.8159,0.00144393,17460.8159,0.01096393,0,0,11115.8747,0.30598864,0.01746082,0.01096393,,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,5020,.,Algae,Freshwater,,Euglenophyta,Euglenophyceae,,Euglenales,,Euglenaceae,,,Euglena,,,,,,,Cell-Motile,Vegetative,NU/ml,63.5193,0.00441501,12120.953,0.00469529,11574.0011,0.00095712,11574.0011,0.0072675,0,0,63.5193,0.00174851,0.011574,0.0072675,Brachysira,
200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,8491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Scourfieldia,,cordiformis,,,,,Cell-Nonmotile,Vegetative,NU/ml,84.6924,0.00588668,9157.0162,0.00354715,8950.5616,0.00074017,8950.5616,0.0056202,0,0,84.6924,0.00233134,0.00895056,0.0056202,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000080,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Synechococcaceae,,,Cyanodictyon,,planctonicum,,,,,Colonial-Nonmotile,Vegetative,NU/ml,42.3462,0.00172619,12950.8155,0.00134937,21294.3868,0.00042366,399.1044,0.00002812,0,0,254.0771,0.00276466,0.0003991,0.00002812,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000538,.,Algae,Freshwater,,Chlorophyta,Prasinophyceae,,Prasinocladales,,Pedinomonadaceae,,,Monomastix,,minuta,,,,,Cell-Motile,Vegetative,NU/ml,42.3462,0.00172619,1279.4986,0.00013331,498.8805,0.00000993,498.8805,0.00003516,0,0,42.3462,0.00046078,0.00049888,0.00003516,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000997,.,Algae,Freshwater,,Pyrrhophyta,Dinophyceae,,Peridinales,,Peridinaceae,,,Durinskia,,,,,,,Cell-Motile,Vegetative,NU/ml,0.6391,0.00002605,2575.1723,0.00026831,12849.3617,0.00025565,12849.3617,0.00090548,0,0,0.6391,0.00000695,0.01284936,0.00090548,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1021,.,Algae,Freshwater,,Bacillariophyta,Fragilariophyceae,,Fragilariales,,Fragilariaceae,,,Asterionella,,formosa,,,,,Colonial-Nonmotile,Vegetative,NU/ml,1.2781,0.0000521,1434.7342,0.00014949,508.8713,0.00001012,508.8713,0.00003586,0,0,5.1126,0.00005563,0.00050887,0.00003586,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1214,.,Algae,Freshwater,,Bacillariophyta,Bacillariophyceae,,Naviculales,,Naviculaceae,,,Navicula,,cryptocephala,,,,,Cell-Motile,Vegetative,NU/ml,0.6391,0.00002605,795.0543,0.00008284,1445.5532,0.00002876,1445.5532,0.00010187,0,0,0.6391,0.00000695,0.00144555,0.00010187,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1652,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,,,,,,,,,,,,,Cell-Motile,Vegetative,NU/ml,3705.2916,0.15104166,154734.8279,0.01612206,96539.5187,0.00192071,96539.5187,0.00680304,0,0,3705.2916,0.04031793,0.09653952,0.00680304,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1653,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,,,,,,,,,,,,,Cell-Nonmotile,Cyst,NU/ml,63.5193,0.00258929,10521.7788,0.00109628,13029.3994,0.00025923,13029.3994,0.00091817,0,0,63.5193,0.00069116,0.0130294,0.00091817,,
